feature,score
rWeblogInfo_3,285
rThirdParty_Info_Period7_1,276
rThirdParty_Info_Period7_3,270
rWeblogInfo_1,269
rThirdParty_Info_Period7_6,257
rWeblogInfo_38,254
rThirdParty_Info_Period7_4,253
rThirdParty_Info_Period7_2,252
rWeblogInfo_51,227
rThirdParty_Info_Period7_17,224
rWeblogInfo_37,223
rThirdParty_Info_Period7_15,222
rThirdParty_Info_Period7_8,212
rThirdParty_Info_Period7_14,199
rWeblogInfo_26,196
rSocialNetwork_15,191
rThirdParty_Info_Period7_13,191
rWeblogInfo_56,165
rWeblogInfo_35,145
rThirdParty_Info_Period7_16,142
rThirdParty_Info_Period7_7,141
rSocialNetwork_16,124
rThirdParty_Info_Period7_11,114
rWeblogInfo_57,106
rWeblogInfo_23,100
rWeblogInfo_31,96
rWeblogInfo_32,91
rThirdParty_Info_Period7_9,73
rWeblogInfo_52,61
rWeblogInfo_53,46
rSocialNetwork_6,44
rWeblogInfo_46,44
rThirdParty_Info_Period7_12,41
rWeblogInfo_40,34
rWeblogInfo_12,33
rThirdParty_Info_Period7_10,31
rWeblogInfo_43,29
rWeblogInfo_54,18
rWeblogInfo_58,11
rWeblogInfo_13,7
rWeblogInfo_44,6
rWeblogInfo_11,5
rSocialNetwork_11,4
rWeblogInfo_47,2
